Timestamp,CUSIP,Bid1,BidSize1,Ask1,AskSize1,Bid2,BidSize2,Ask2,AskSize2,Bid3,BidSize3,Ask3,AskSize3,Bid4,BidSize4,Ask4,AskSize4,Bid5,BidSize5,Ask5,AskSize5
2023-12-24-20:29:31.367,912828M80,99-041,1000000,99-045,1000000,99-037,2000000,99-047,2000000,99-035,3000000,99-051,3000000,99-033,4000000,99-053,4000000,99-031,5000000,99-055,5000000
2023-12-24-20:29:31.386,912828M80,99-043,1000000,99-045,1000000,99-042,2000000,99-046,2000000,99-041,3000000,99-047,3000000,99-040,4000000,99-050,4000000,99-037,5000000,99-051,5000000
2023-12-24-20:29:31.397,912828M80,99-043,1000000,99-047,1000000,99-041,2000000,99-051,2000000,99-037,3000000,99-053,3000000,99-035,4000000,99-055,4000000,99-033,5000000,99-057,5000000
2023-12-24-20:29:31.405,912828M80,99-043,1000000,99-051,1000000,99-040,2000000,99-05+,2000000,99-035,3000000,99-057,3000000,99-032,4000000,99-062,4000000,99-027,5000000,99-065,5000000
2023-12-24-20:29:31.416,912828M80,99-043,1000000,99-053,1000000,99-037,2000000,99-057,2000000,99-033,3000000,99-063,3000000,99-027,4000000,99-067,4000000,99-023,5000000,99-073,5000000
2023-12-24-20:29:31.421,912828M80,99-045,1000000,99-053,1000000,99-042,2000000,99-056,2000000,99-037,3000000,99-061,3000000,99-03+,4000000,99-06+,4000000,99-031,5000000,99-067,5000000
2023-12-24-20:29:31.430,912828M80,99-047,1000000,99-053,1000000,99-045,2000000,99-055,2000000,99-043,3000000,99-057,3000000,99-041,4000000,99-061,4000000,99-037,5000000,99-063,5000000
2023-12-24-20:29:31.441,912828M80,99-051,1000000,99-053,1000000,99-050,2000000,99-05+,2000000,99-047,3000000,99-055,3000000,99-046,4000000,99-056,4000000,99-045,5000000,99-057,5000000
2023-12-24-20:29:31.443,912828M80,99-051,1000000,99-055,1000000,99-047,2000000,99-057,2000000,99-045,3000000,99-061,3000000,99-043,4000000,99-063,4000000,99-041,5000000,99-065,5000000
2023-12-24-20:29:31.461,912828M80,99-051,1000000,99-057,1000000,99-046,2000000,99-062,2000000,99-043,3000000,99-065,3000000,99-040,4000000,99-070,4000000,99-035,5000000,99-073,5000000
2023-12-24-20:29:31.464,912828M80,99-051,1000000,99-061,1000000,99-045,2000000,99-065,2000000,99-041,3000000,99-071,3000000,99-035,4000000,99-075,4000000,99-031,5000000,99-081,5000000
2023-12-24-20:29:31.482,912828M80,99-053,1000000,99-061,1000000,99-050,2000000,99-06+,2000000,99-045,3000000,99-067,3000000,99-042,4000000,99-072,4000000,99-037,5000000,99-075,5000000
2023-12-24-20:29:31.497,912828M80,99-055,1000000,99-061,1000000,99-053,2000000,99-063,2000000,99-051,3000000,99-065,3000000,99-047,4000000,99-067,4000000,99-045,5000000,99-071,5000000
2023-12-24-20:29:31.503,912828M80,99-057,1000000,99-061,1000000,99-056,2000000,99-062,2000000,99-055,3000000,99-063,3000000,99-05+,4000000,99-06+,4000000,99-053,5000000,99-065,5000000
2023-12-24-20:29:31.510,912828M80,99-057,1000000,99-063,1000000,99-055,2000000,99-065,2000000,99-053,3000000,99-067,3000000,99-051,4000000,99-071,4000000,99-047,5000000,99-073,5000000
2023-12-24-20:29:30.984,9128283J7,98-317,1000000,99-001,1000000,98-316,2000000,99-002,2000000,98-315,3000000,99-003,3000000,98-31+,4000000,99-00+,4000000,98-313,5000000,99-005,5000000
2023-12-24-20:29:30.988,9128283J7,98-317,1000000,99-003,1000000,98-315,2000000,99-005,2000000,98-313,3000000,99-007,3000000,98-311,4000000,99-011,4000000,98-307,5000000,99-013,5000000
2023-12-24-20:29:31.000,9128283J7,98-317,1000000,99-005,1000000,98-31+,2000000,99-010,2000000,98-311,3000000,99-013,3000000,98-306,4000000,99-016,4000000,98-303,5000000,99-021,5000000
2023-12-24-20:29:31.008,9128283J7,98-317,1000000,99-007,1000000,98-313,2000000,99-013,2000000,98-307,3000000,99-017,3000000,98-303,4000000,99-023,4000000,98-297,5000000,99-027,5000000
2023-12-24-20:29:31.019,9128283J7,99-001,1000000,99-007,1000000,98-316,2000000,99-012,2000000,98-313,3000000,99-015,3000000,98-310,4000000,99-020,4000000,98-305,5000000,99-023,5000000
2023-12-24-20:29:31.022,9128283J7,99-003,1000000,99-007,1000000,99-001,2000000,99-011,2000000,98-317,3000000,99-013,3000000,98-315,4000000,99-015,4000000,98-313,5000000,99-017,5000000
2023-12-24-20:29:31.028,9128283J7,99-005,1000000,99-007,1000000,99-00+,2000000,99-010,2000000,99-003,3000000,99-011,3000000,99-002,4000000,99-012,4000000,99-001,5000000,99-013,5000000
2023-12-24-20:29:31.043,9128283J7,99-005,1000000,99-011,1000000,99-003,2000000,99-013,2000000,99-001,3000000,99-015,3000000,98-317,4000000,99-017,4000000,98-315,5000000,99-021,5000000
2023-12-24-20:29:31.061,9128283J7,99-005,1000000,99-013,1000000,99-002,2000000,99-016,2000000,98-317,3000000,99-021,3000000,98-31+,4000000,99-02+,4000000,98-311,5000000,99-027,5000000
2023-12-24-20:29:31.063,9128283J7,99-005,1000000,99-015,1000000,99-001,2000000,99-021,2000000,98-315,3000000,99-025,3000000,98-311,4000000,99-031,4000000,98-305,5000000,99-035,5000000
2023-12-24-20:29:31.067,9128283J7,99-007,1000000,99-015,1000000,99-00+,2000000,99-020,2000000,99-001,3000000,99-023,3000000,98-316,4000000,99-026,4000000,98-313,5000000,99-031,5000000
2023-12-24-20:29:31.071,9128283J7,99-011,1000000,99-015,1000000,99-007,2000000,99-017,2000000,99-005,3000000,99-021,3000000,99-003,4000000,99-023,4000000,99-001,5000000,99-025,5000000
2023-12-24-20:29:31.091,9128283J7,99-013,1000000,99-015,1000000,99-012,2000000,99-016,2000000,99-011,3000000,99-017,3000000,99-010,4000000,99-020,4000000,99-007,5000000,99-021,5000000
2023-12-24-20:29:31.099,9128283J7,99-013,1000000,99-017,1000000,99-011,2000000,99-021,2000000,99-007,3000000,99-023,3000000,99-005,4000000,99-025,4000000,99-003,5000000,99-027,5000000
2023-12-24-20:29:31.102,9128283J7,99-013,1000000,99-021,1000000,99-010,2000000,99-02+,2000000,99-005,3000000,99-027,3000000,99-002,4000000,99-032,4000000,98-317,5000000,99-035,5000000
2023-12-24-20:29:31.118,9128283J7,99-013,1000000,99-023,1000000,99-007,2000000,99-027,2000000,99-003,3000000,99-033,3000000,98-317,4000000,99-037,4000000,98-313,5000000,99-043,5000000
2023-12-24-20:29:31.132,9128283J7,99-015,1000000,99-023,1000000,99-012,2000000,99-026,2000000,99-007,3000000,99-031,3000000,99-00+,4000000,99-03+,4000000,99-001,5000000,99-037,5000000
2023-12-24-20:29:31.141,9128283J7,99-017,1000000,99-023,1000000,99-015,2000000,99-025,2000000,99-013,3000000,99-027,3000000,99-011,4000000,99-031,4000000,99-007,5000000,99-033,5000000
2023-12-24-20:29:31.149,9128283J7,99-021,1000000,99-023,1000000,99-020,2000000,99-02+,2000000,99-017,3000000,99-025,3000000,99-016,4000000,99-026,4000000,99-015,5000000,99-027,5000000
2023-12-24-20:29:31.158,9128283J7,99-021,1000000,99-025,1000000,99-017,2000000,99-027,2000000,99-015,3000000,99-031,3000000,99-013,4000000,99-033,4000000,99-011,5000000,99-035,5000000
2023-12-24-20:29:31.176,9128283J7,99-021,1000000,99-027,1000000,99-016,2000000,99-032,2000000,99-013,3000000,99-035,3000000,99-010,4000000,99-040,4000000,99-005,5000000,99-043,5000000
2023-12-24-20:29:31.181,9128283J7,99-021,1000000,99-031,1000000,99-015,2000000,99-035,2000000,99-011,3000000,99-041,3000000,99-005,4000000,99-045,4000000,99-001,5000000,99-051,5000000
2023-12-24-20:29:31.195,9128283J7,99-023,1000000,99-031,1000000,99-020,2000000,99-03+,2000000,99-015,3000000,99-037,3000000,99-012,4000000,99-042,4000000,99-007,5000000,99-045,5000000
2023-12-24-20:29:31.204,9128283J7,99-025,1000000,99-031,1000000,99-023,2000000,99-033,2000000,99-021,3000000,99-035,3000000,99-017,4000000,99-037,4000000,99-015,5000000,99-041,5000000
2023-12-24-20:29:31.216,9128283J7,99-027,1000000,99-031,1000000,99-026,2000000,99-032,2000000,99-025,3000000,99-033,3000000,99-02+,4000000,99-03+,4000000,99-023,5000000,99-035,5000000
2023-12-24-20:29:31.231,9128283J7,99-027,1000000,99-033,1000000,99-025,2000000,99-035,2000000,99-023,3000000,99-037,3000000,99-021,4000000,99-041,4000000,99-017,5000000,99-043,5000000
2023-12-24-20:29:31.250,9128283J7,99-027,1000000,99-035,1000000,99-02+,2000000,99-040,2000000,99-021,3000000,99-043,3000000,99-016,4000000,99-046,4000000,99-013,5000000,99-051,5000000
2023-12-24-20:29:31.251,9128283J7,99-027,1000000,99-037,1000000,99-023,2000000,99-043,2000000,99-017,3000000,99-047,3000000,99-013,4000000,99-053,4000000,99-007,5000000,99-057,5000000
2023-12-24-20:29:31.261,9128283J7,99-031,1000000,99-037,1000000,99-026,2000000,99-042,2000000,99-023,3000000,99-045,3000000,99-020,4000000,99-050,4000000,99-015,5000000,99-053,5000000
2023-12-24-20:29:31.279,9128283J7,99-033,1000000,99-037,1000000,99-031,2000000,99-041,2000000,99-027,3000000,99-043,3000000,99-025,4000000,99-045,4000000,99-023,5000000,99-047,5000000
2023-12-24-20:29:31.288,9128283J7,99-035,1000000,99-037,1000000,99-03+,2000000,99-040,2000000,99-033,3000000,99-041,3000000,99-032,4000000,99-042,4000000,99-031,5000000,99-043,5000000
2023-12-24-20:29:31.293,9128283J7,99-035,1000000,99-041,1000000,99-033,2000000,99-043,2000000,99-031,3000000,99-045,3000000,99-027,4000000,99-047,4000000,99-025,5000000,99-051,5000000
2023-12-24-20:29:31.308,9128283J7,99-035,1000000,99-043,1000000,99-032,2000000,99-046,2000000,99-027,3000000,99-051,3000000,99-02+,4000000,99-05+,4000000,99-021,5000000,99-057,5000000
2023-12-24-20:29:31.327,9128283J7,99-035,1000000,99-045,1000000,99-031,2000000,99-051,2000000,99-025,3000000,99-055,3000000,99-021,4000000,99-061,4000000,99-015,5000000,99-065,5000000
2023-12-24-20:29:31.347,9128283J7,99-037,1000000,99-045,1000000,99-03+,2000000,99-050,2000000,99-031,3000000,99-053,3000000,99-026,4000000,99-056,4000000,99-023,5000000,99-061,5000000
2023-12-24-20:29:31.358,9128283J7,99-041,1000000,99-045,1000000,99-037,2000000,99-047,2000000,99-035,3000000,99-051,3000000,99-033,4000000,99-053,4000000,99-031,5000000,99-055,5000000
2023-12-24-20:29:31.377,9128283J7,99-043,1000000,99-045,1000000,99-042,2000000,99-046,2000000,99-041,3000000,99-047,3000000,99-040,4000000,99-050,4000000,99-037,5000000,99-051,5000000
2023-12-24-20:29:31.380,9128283J7,99-043,1000000,99-047,1000000,99-041,2000000,99-051,2000000,99-037,3000000,99-053,3000000,99-035,4000000,99-055,4000000,99-033,5000000,99-057,5000000
2023-12-24-20:29:31.390,9128283J7,99-043,1000000,99-051,1000000,99-040,2000000,99-05+,2000000,99-035,3000000,99-057,3000000,99-032,4000000,99-062,4000000,99-027,5000000,99-065,5000000
2023-12-24-20:29:31.402,9128283J7,99-043,1000000,99-053,1000000,99-037,2000000,99-057,2000000,99-033,3000000,99-063,3000000,99-027,4000000,99-067,4000000,99-023,5000000,99-073,5000000
2023-12-24-20:29:31.404,9128283J7,99-045,1000000,99-053,1000000,99-042,2000000,99-056,2000000,99-037,3000000,99-061,3000000,99-03+,4000000,99-06+,4000000,99-031,5000000,99-067,5000000
2023-12-24-20:29:31.406,9128283J7,99-047,1000000,99-053,1000000,99-045,2000000,99-055,2000000,99-043,3000000,99-057,3000000,99-041,4000000,99-061,4000000,99-037,5000000,99-063,5000000
2023-12-24-20:29:31.411,9128283J7,99-051,1000000,99-053,1000000,99-050,2000000,99-05+,2000000,99-047,3000000,99-055,3000000,99-046,4000000,99-056,4000000,99-045,5000000,99-057,5000000
2023-12-24-20:29:31.427,9128283J7,99-051,1000000,99-055,1000000,99-047,2000000,99-057,2000000,99-045,3000000,99-061,3000000,99-043,4000000,99-063,4000000,99-041,5000000,99-065,5000000
2023-12-24-20:29:31.428,9128283J7,99-051,1000000,99-057,1000000,99-046,2000000,99-062,2000000,99-043,3000000,99-065,3000000,99-040,4000000,99-070,4000000,99-035,5000000,99-073,5000000
2023-12-24-20:29:31.443,9128283J7,99-051,1000000,99-061,1000000,99-045,2000000,99-065,2000000,99-041,3000000,99-071,3000000,99-035,4000000,99-075,4000000,99-031,5000000,99-081,5000000
2023-12-24-20:29:31.453,9128283J7,99-053,1000000,99-061,1000000,99-050,2000000,99-06+,2000000,99-045,3000000,99-067,3000000,99-042,4000000,99-072,4000000,99-037,5000000,99-075,5000000
2023-12-24-20:29:31.461,9128283J7,99-055,1000000,99-061,1000000,99-053,2000000,99-063,2000000,99-051,3000000,99-065,3000000,99-047,4000000,99-067,4000000,99-045,5000000,99-071,5000000
2023-12-24-20:29:31.469,9128283J7,99-057,1000000,99-061,1000000,99-056,2000000,99-062,2000000,99-055,3000000,99-063,3000000,99-05+,4000000,99-06+,4000000,99-053,5000000,99-065,5000000
2023-12-24-20:29:31.478,9128283J7,99-057,1000000,99-063,1000000,99-055,2000000,99-065,2000000,99-053,3000000,99-067,3000000,99-051,4000000,99-071,4000000,99-047,5000000,99-073,5000000
2023-12-24-20:29:30.982,9128283F5,98-317,1000000,99-001,1000000,98-316,2000000,99-002,2000000,98-315,3000000,99-003,3000000,98-31+,4000000,99-00+,4000000,98-313,5000000,99-005,5000000
2023-12-24-20:29:30.987,9128283F5,98-317,1000000,99-003,1000000,98-315,2000000,99-005,2000000,98-313,3000000,99-007,3000000,98-311,4000000,99-011,4000000,98-307,5000000,99-013,5000000
2023-12-24-20:29:30.988,9128283F5,98-317,1000000,99-005,1000000,98-31+,2000000,99-010,2000000,98-311,3000000,99-013,3000000,98-306,4000000,99-016,4000000,98-303,5000000,99-021,5000000
2023-12-24-20:29:31.002,9128283F5,98-317,1000000,99-007,1000000,98-313,2000000,99-013,2000000,98-307,3000000,99-017,3000000,98-303,4000000,99-023,4000000,98-297,5000000,99-027,5000000
2023-12-24-20:29:31.013,9128283F5,99-001,1000000,99-007,1000000,98-316,2000000,99-012,2000000,98-313,3000000,99-015,3000000,98-310,4000000,99-020,4000000,98-305,5000000,99-023,5000000
2023-12-24-20:29:31.018,9128283F5,99-003,1000000,99-007,1000000,99-001,2000000,99-011,2000000,98-317,3000000,99-013,3000000,98-315,4000000,99-015,4000000,98-313,5000000,99-017,5000000
2023-12-24-20:29:31.028,9128283F5,99-005,1000000,99-007,1000000,99-00+,2000000,99-010,2000000,99-003,3000000,99-011,3000000,99-002,4000000,99-012,4000000,99-001,5000000,99-013,5000000
2023-12-24-20:29:31.045,9128283F5,99-005,1000000,99-011,1000000,99-003,2000000,99-013,2000000,99-001,3000000,99-015,3000000,98-317,4000000,99-017,4000000,98-315,5000000,99-021,5000000
2023-12-24-20:29:31.063,9128283F5,99-005,1000000,99-013,1000000,99-002,2000000,99-016,2000000,98-317,3000000,99-021,3000000,98-31+,4000000,99-02+,4000000,98-311,5000000,99-027,5000000
2023-12-24-20:29:31.075,9128283F5,99-005,1000000,99-015,1000000,99-001,2000000,99-021,2000000,98-315,3000000,99-025,3000000,98-311,4000000,99-031,4000000,98-305,5000000,99-035,5000000
2023-12-24-20:29:31.093,9128283F5,99-007,1000000,99-015,1000000,99-00+,2000000,99-020,2000000,99-001,3000000,99-023,3000000,98-316,4000000,99-026,4000000,98-313,5000000,99-031,5000000
2023-12-24-20:29:31.111,9128283F5,99-011,1000000,99-015,1000000,99-007,2000000,99-017,2000000,99-005,3000000,99-021,3000000,99-003,4000000,99-023,4000000,99-001,5000000,99-025,5000000
2023-12-24-20:29:31.116,9128283F5,99-013,1000000,99-015,1000000,99-012,2000000,99-016,2000000,99-011,3000000,99-017,3000000,99-010,4000000,99-020,4000000,99-007,5000000,99-021,5000000
2023-12-24-20:29:31.136,9128283F5,99-013,1000000,99-017,1000000,99-011,2000000,99-021,2000000,99-007,3000000,99-023,3000000,99-005,4000000,99-025,4000000,99-003,5000000,99-027,5000000
2023-12-24-20:29:31.149,9128283F5,99-013,1000000,99-021,1000000,99-010,2000000,99-02+,2000000,99-005,3000000,99-027,3000000,99-002,4000000,99-032,4000000,98-317,5000000,99-035,5000000
2023-12-24-20:29:31.156,9128283F5,99-013,1000000,99-023,1000000,99-007,2000000,99-027,2000000,99-003,3000000,99-033,3000000,98-317,4000000,99-037,4000000,98-313,5000000,99-043,5000000
2023-12-24-20:29:31.168,9128283F5,99-015,1000000,99-023,1000000,99-012,2000000,99-026,2000000,99-007,3000000,99-031,3000000,99-00+,4000000,99-03+,4000000,99-001,5000000,99-037,5000000
2023-12-24-20:29:31.177,9128283F5,99-017,1000000,99-023,1000000,99-015,2000000,99-025,2000000,99-013,3000000,99-027,3000000,99-011,4000000,99-031,4000000,99-007,5000000,99-033,5000000
2023-12-24-20:29:31.192,9128283F5,99-021,1000000,99-023,1000000,99-020,2000000,99-02+,2000000,99-017,3000000,99-025,3000000,99-016,4000000,99-026,4000000,99-015,5000000,99-027,5000000
2023-12-24-20:29:31.205,9128283F5,99-021,1000000,99-025,1000000,99-017,2000000,99-027,2000000,99-015,3000000,99-031,3000000,99-013,4000000,99-033,4000000,99-011,5000000,99-035,5000000
2023-12-24-20:29:31.209,9128283F5,99-021,1000000,99-027,1000000,99-016,2000000,99-032,2000000,99-013,3000000,99-035,3000000,99-010,4000000,99-040,4000000,99-005,5000000,99-043,5000000
2023-12-24-20:29:31.210,9128283F5,99-021,1000000,99-031,1000000,99-015,2000000,99-035,2000000,99-011,3000000,99-041,3000000,99-005,4000000,99-045,4000000,99-001,5000000,99-051,5000000
2023-12-24-20:29:31.216,9128283F5,99-023,1000000,99-031,1000000,99-020,2000000,99-03+,2000000,99-015,3000000,99-037,3000000,99-012,4000000,99-042,4000000,99-007,5000000,99-045,5000000
2023-12-24-20:29:31.226,9128283F5,99-025,1000000,99-031,1000000,99-023,2000000,99-033,2000000,99-021,3000000,99-035,3000000,99-017,4000000,99-037,4000000,99-015,5000000,99-041,5000000
2023-12-24-20:29:31.237,9128283F5,99-027,1000000,99-031,1000000,99-026,2000000,99-032,2000000,99-025,3000000,99-033,3000000,99-02+,4000000,99-03+,4000000,99-023,5000000,99-035,5000000
2023-12-24-20:29:31.247,9128283F5,99-027,1000000,99-033,1000000,99-025,2000000,99-035,2000000,99-023,3000000,99-037,3000000,99-021,4000000,99-041,4000000,99-017,5000000,99-043,5000000
2023-12-24-20:29:31.264,9128283F5,99-027,1000000,99-035,1000000,99-02+,2000000,99-040,2000000,99-021,3000000,99-043,3000000,99-016,4000000,99-046,4000000,99-013,5000000,99-051,5000000
2023-12-24-20:29:31.276,9128283F5,99-027,1000000,99-037,1000000,99-023,2000000,99-043,2000000,99-017,3000000,99-047,3000000,99-013,4000000,99-053,4000000,99-007,5000000,99-057,5000000
2023-12-24-20:29:31.295,9128283F5,99-031,1000000,99-037,1000000,99-026,2000000,99-042,2000000,99-023,3000000,99-045,3000000,99-020,4000000,99-050,4000000,99-015,5000000,99-053,5000000
2023-12-24-20:29:31.312,9128283F5,99-033,1000000,99-037,1000000,99-031,2000000,99-041,2000000,99-027,3000000,99-043,3000000,99-025,4000000,99-045,4000000,99-023,5000000,99-047,5000000
2023-12-24-20:29:31.320,9128283F5,99-035,1000000,99-037,1000000,99-03+,2000000,99-040,2000000,99-033,3000000,99-041,3000000,99-032,4000000,99-042,4000000,99-031,5000000,99-043,5000000
2023-12-24-20:29:31.331,9128283F5,99-035,1000000,99-041,1000000,99-033,2000000,99-043,2000000,99-031,3000000,99-045,3000000,99-027,4000000,99-047,4000000,99-025,5000000,99-051,5000000
2023-12-24-20:29:31.333,9128283F5,99-035,1000000,99-043,1000000,99-032,2000000,99-046,2000000,99-027,3000000,99-051,3000000,99-02+,4000000,99-05+,4000000,99-021,5000000,99-057,5000000
2023-12-24-20:29:31.334,9128283F5,99-035,1000000,99-045,1000000,99-031,2000000,99-051,2000000,99-025,3000000,99-055,3000000,99-021,4000000,99-061,4000000,99-015,5000000,99-065,5000000
2023-12-24-20:29:31.337,9128283F5,99-037,1000000,99-045,1000000,99-03+,2000000,99-050,2000000,99-031,3000000,99-053,3000000,99-026,4000000,99-056,4000000,99-023,5000000,99-061,5000000
2023-12-24-20:29:31.349,9128283F5,99-041,1000000,99-045,1000000,99-037,2000000,99-047,2000000,99-035,3000000,99-051,3000000,99-033,4000000,99-053,4000000,99-031,5000000,99-055,5000000
2023-12-24-20:29:31.365,9128283F5,99-043,1000000,99-045,1000000,99-042,2000000,99-046,2000000,99-041,3000000,99-047,3000000,99-040,4000000,99-050,4000000,99-037,5000000,99-051,5000000
2023-12-24-20:29:31.367,9128283F5,99-043,1000000,99-047,1000000,99-041,2000000,99-051,2000000,99-037,3000000,99-053,3000000,99-035,4000000,99-055,4000000,99-033,5000000,99-057,5000000
2023-12-24-20:29:31.380,9128283F5,99-043,1000000,99-051,1000000,99-040,2000000,99-05+,2000000,99-035,3000000,99-057,3000000,99-032,4000000,99-062,4000000,99-027,5000000,99-065,5000000
2023-12-24-20:29:31.398,9128283F5,99-043,1000000,99-053,1000000,99-037,2000000,99-057,2000000,99-033,3000000,99-063,3000000,99-027,4000000,99-067,4000000,99-023,5000000,99-073,5000000
2023-12-24-20:29:31.405,9128283F5,99-045,1000000,99-053,1000000,99-042,2000000,99-056,2000000,99-037,3000000,99-061,3000000,99-03+,4000000,99-06+,4000000,99-031,5000000,99-067,5000000
2023-12-24-20:29:31.415,9128283F5,99-047,1000000,99-053,1000000,99-045,2000000,99-055,2000000,99-043,3000000,99-057,3000000,99-041,4000000,99-061,4000000,99-037,5000000,99-063,5000000
2023-12-24-20:29:31.420,9128283F5,99-051,1000000,99-053,1000000,99-050,2000000,99-05+,2000000,99-047,3000000,99-055,3000000,99-046,4000000,99-056,4000000,99-045,5000000,99-057,5000000
2023-12-24-20:29:31.424,9128283F5,99-051,1000000,99-055,1000000,99-047,2000000,99-057,2000000,99-045,3000000,99-061,3000000,99-043,4000000,99-063,4000000,99-041,5000000,99-065,5000000
2023-12-24-20:29:31.440,9128283F5,99-051,1000000,99-057,1000000,99-046,2000000,99-062,2000000,99-043,3000000,99-065,3000000,99-040,4000000,99-070,4000000,99-035,5000000,99-073,5000000
2023-12-24-20:29:31.458,9128283F5,99-051,1000000,99-061,1000000,99-045,2000000,99-065,2000000,99-041,3000000,99-071,3000000,99-035,4000000,99-075,4000000,99-031,5000000,99-081,5000000
2023-12-24-20:29:31.463,9128283F5,99-053,1000000,99-061,1000000,99-050,2000000,99-06+,2000000,99-045,3000000,99-067,3000000,99-042,4000000,99-072,4000000,99-037,5000000,99-075,5000000
2023-12-24-20:29:31.481,9128283F5,99-055,1000000,99-061,1000000,99-053,2000000,99-063,2000000,99-051,3000000,99-065,3000000,99-047,4000000,99-067,4000000,99-045,5000000,99-071,5000000
2023-12-24-20:29:31.501,9128283F5,99-057,1000000,99-061,1000000,99-056,2000000,99-062,2000000,99-055,3000000,99-063,3000000,99-05+,4000000,99-06+,4000000,99-053,5000000,99-065,5000000
2023-12-24-20:29:31.512,9128283F5,99-057,1000000,99-063,1000000,99-055,2000000,99-065,2000000,99-053,3000000,99-067,3000000,99-051,4000000,99-071,4000000,99-047,5000000,99-073,5000000
2023-12-24-20:29:30.971,912810TW8,98-317,1000000,99-001,1000000,98-316,2000000,99-002,2000000,98-315,3000000,99-003,3000000,98-31+,4000000,99-00+,4000000,98-313,5000000,99-005,5000000
2023-12-24-20:29:30.982,912810TW8,98-317,1000000,99-003,1000000,98-315,2000000,99-005,2000000,98-313,3000000,99-007,3000000,98-311,4000000,99-011,4000000,98-307,5000000,99-013,5000000
2023-12-24-20:29:31.001,912810TW8,98-317,1000000,99-005,1000000,98-31+,2000000,99-010,2000000,98-311,3000000,99-013,3000000,98-306,4000000,99-016,4000000,98-303,5000000,99-021,5000000
2023-12-24-20:29:31.013,912810TW8,98-317,1000000,99-007,1000000,98-313,2000000,99-013,2000000,98-307,3000000,99-017,3000000,98-303,4000000,99-023,4000000,98-297,5000000,99-027,5000000
2023-12-24-20:29:31.020,912810TW8,99-001,1000000,99-007,1000000,98-316,2000000,99-012,2000000,98-313,3000000,99-015,3000000,98-310,4000000,99-020,4000000,98-305,5000000,99-023,5000000
2023-12-24-20:29:31.037,912810TW8,99-003,1000000,99-007,1000000,99-001,2000000,99-011,2000000,98-317,3000000,99-013,3000000,98-315,4000000,99-015,4000000,98-313,5000000,99-017,5000000
2023-12-24-20:29:31.042,912810TW8,99-005,1000000,99-007,1000000,99-00+,2000000,99-010,2000000,99-003,3000000,99-011,3000000,99-002,4000000,99-012,4000000,99-001,5000000,99-013,5000000
2023-12-24-20:29:31.053,912810TW8,99-005,1000000,99-011,1000000,99-003,2000000,99-013,2000000,99-001,3000000,99-015,3000000,98-317,4000000,99-017,4000000,98-315,5000000,99-021,5000000
2023-12-24-20:29:31.056,912810TW8,99-005,1000000,99-013,1000000,99-002,2000000,99-016,2000000,98-317,3000000,99-021,3000000,98-31+,4000000,99-02+,4000000,98-311,5000000,99-027,5000000
2023-12-24-20:29:31.059,912810TW8,99-005,1000000,99-015,1000000,99-001,2000000,99-021,2000000,98-315,3000000,99-025,3000000,98-311,4000000,99-031,4000000,98-305,5000000,99-035,5000000
2023-12-24-20:29:31.063,912810TW8,99-007,1000000,99-015,1000000,99-00+,2000000,99-020,2000000,99-001,3000000,99-023,3000000,98-316,4000000,99-026,4000000,98-313,5000000,99-031,5000000
2023-12-24-20:29:31.082,912810TW8,99-011,1000000,99-015,1000000,99-007,2000000,99-017,2000000,99-005,3000000,99-021,3000000,99-003,4000000,99-023,4000000,99-001,5000000,99-025,5000000
2023-12-24-20:29:31.087,912810TW8,99-013,1000000,99-015,1000000,99-012,2000000,99-016,2000000,99-011,3000000,99-017,3000000,99-010,4000000,99-020,4000000,99-007,5000000,99-021,5000000
2023-12-24-20:29:31.099,912810TW8,99-013,1000000,99-017,1000000,99-011,2000000,99-021,2000000,99-007,3000000,99-023,3000000,99-005,4000000,99-025,4000000,99-003,5000000,99-027,5000000
2023-12-24-20:29:31.109,912810TW8,99-013,1000000,99-021,1000000,99-010,2000000,99-02+,2000000,99-005,3000000,99-027,3000000,99-002,4000000,99-032,4000000,98-317,5000000,99-035,5000000
2023-12-24-20:29:31.123,912810TW8,99-013,1000000,99-023,1000000,99-007,2000000,99-027,2000000,99-003,3000000,99-033,3000000,98-317,4000000,99-037,4000000,98-313,5000000,99-043,5000000
2023-12-24-20:29:31.143,912810TW8,99-015,1000000,99-023,1000000,99-012,2000000,99-026,2000000,99-007,3000000,99-031,3000000,99-00+,4000000,99-03+,4000000,99-001,5000000,99-037,5000000
2023-12-24-20:29:31.160,912810TW8,99-017,1000000,99-023,1000000,99-015,2000000,99-025,2000000,99-013,3000000,99-027,3000000,99-011,4000000,99-031,4000000,99-007,5000000,99-033,5000000
2023-12-24-20:29:31.178,912810TW8,99-021,1000000,99-023,1000000,99-020,2000000,99-02+,2000000,99-017,3000000,99-025,3000000,99-016,4000000,99-026,4000000,99-015,5000000,99-027,5000000
2023-12-24-20:29:31.187,912810TW8,99-021,1000000,99-025,1000000,99-017,2000000,99-027,2000000,99-015,3000000,99-031,3000000,99-013,4000000,99-033,4000000,99-011,5000000,99-035,5000000
2023-12-24-20:29:31.196,912810TW8,99-021,1000000,99-027,1000000,99-016,2000000,99-032,2000000,99-013,3000000,99-035,3000000,99-010,4000000,99-040,4000000,99-005,5000000,99-043,5000000
